NrOfRowsMerged,SIKB,OtherEnglishAlias,NVWA,ValidCas,REWAB,KIWAnumber,SIKBcode,BestCid,BestCas,ValidCid,MicrobialParameters,OtherDutchAlias,HGC,Warnings,REWAB_units,REWAB_CASnumber,Other_CASnumber,AllowMergeRows,FeatureDataBase,Category,SIKB_CASnumber,NVWA_CASnumber,SIKB_Group,DefaultUnits,Feature
1,[],"[""2,3,3 ', 5,5', 6-hexachlorobiphenyl""]",[],['74472-46-1'],"[""2,3,3',5,5',6-hexachloorbifenyl""]",['1357'],[],[53037],['74472-46-1'],[53037],[],[],[],[],µg/L,['74472-46-1'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 53037
1,[],"[""2,2 ', 3,4,4', 5,6-heptachlorobiphenyl""]",[],['74472-47-2'],"[""2,2',3,4,4',5,6-heptachloorbifenyl""]",['1373'],[],[53038],['74472-47-2'],[53038],[],[],[],[],µg/L,['74472-47-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 53038
1,[],"[""2,3,3 ', 4,4', 5 ', 6-heptachlorobiphenyl""]",[],['74472-50-7'],"[""2,3,3',4,4',5',6-heptachloorbifenyl""]",['1383'],[],[53039],['74472-50-7'],[53039],[],[],[],[],µg/L,['74472-50-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 53039
1,[],['deoximetasone'],[],['382-67-2'],['desoximetason'],['6141'],[],[5311067],['382-67-2'],[5311067],[],[],[],[],µg/L,['382-67-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5311067
1,[],['rimexolon'],[],['49697-38-3'],['rimexolon'],['6145'],[],[5311412],['49697-38-3'],[5311412],[],[],[],[],µg/L,['49697-38-3'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5311412
1,['cis-11-hexadeceenzuur'],['cis-11-hexadecenoic acid'],[],['2416-20-8'],[],[],['c11C16ezr'],[5312414],['2416-20-8'],[5312414],[],[],[],[],,[],[],True,PubChemCompound,,['2416-20-8'],[],ChemischeStof,μg/L,PubChemCid 5312414
1,['cis-10-heptadeceenzuur'],['cis-10-heptadecenoic acid'],[],['29743-97-3'],[],[],['c10C17ezr'],[5312435],['29743-97-3'],[5312435],[],[],[],[],,[],[],True,PubChemCompound,,['29743-97-3'],[],ChemischeStof,μg/L,PubChemCid 5312435
1,"['methyl (2Z,8Z)-deca-2,8-dieen-4,6-diynoaat']","['methyl (2Z, 8Z) deca-2,8-diene-4,6-diynoate']",[],['928-36-9'],[],[],['C1yZZDc28Den'],[5319306],['928-36-9'],[5319306],[],[],[],[],,[],[],True,PubChemCompound,,['928-36-9'],[],ChemischeStof,μg/L,PubChemCid 5319306
1,[],['sulfacetamide'],[],['144-80-9'],['sulfacetamide'],['6095'],[],[5320],['144-80-9'],[5320],[],[],[],[],µg/L,['144-80-9'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5320
2,['sulfadimethoxine'],['sulfadimethoxine'],[],['122-11-2'],['sulfadimethoxine'],['6093'],['sulfdmtoxne'],[5323],['122-11-2'],[5323],[],[],[],[],,[],[],True,PubChemCompound,,['122-11-2'],[],ChemischeStof,μg/L,PubChemCid 5323
1,[],['Bromophenylisothiazole'],[],['49602-97-3'],['broomfenylisothiazool'],['1903'],[],[5323911],['49602-97-3'],[5323911],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5323911
1,[],['sulfaguanidine'],[],['57-67-0'],['sulfaguanidine'],['6099'],[],[5324],['57-67-0'],[5324],[],[],[],[],µg/L,['57-67-0'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5324
2,['sulfamerazin'],"['sulfamerazin', 'sulfamerazine']",[],['127-79-7'],['sulfamerazine'],['6031'],['sulfmrzn'],[5325],['127-79-7'],[5325],[],[],[],[],,[],[],True,PubChemCompound,,['127-79-7'],[],ChemischeStof,μg/L,PubChemCid 5325
1,[],['cis-1-chloro-1-propene'],[],['16136-84-8'],['cis-1-chloor-1-propeen'],['2380'],[],[5326315],['16136-84-8'],[5326315],[],[],[],[],µg/L,['16136-84-8'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5326315
2,['sulfadimidine'],['sulfadimidine'],[],['57-68-1'],['sulfadimidine'],['6030'],['sulfdmdne'],[5327],['57-68-1'],[5327],[],[],[],[],,[],[],True,PubChemCompound,,['57-68-1'],[],ChemischeStof,μg/L,PubChemCid 5327
2,['sulfamethoxazol'],['sulfamethoxazole'],[],['723-46-6'],['sulfamethoxazol'],['6032'],['sulfmtoazl'],[5329],['723-46-6'],[5329],[],[],[],[],,[],[],True,PubChemCompound,,['723-46-6'],[],ChemischeStof,μg/L,PubChemCid 5329
3,['benthiavalicarb-isopropyl'],"['Benthiavalicarb, isopropyl', 'benthiavalicarb-isopropyl']",['BENTHIAVALICARB_ISOPROPYL'],['177406-68-7'],['benthiavalicarb-isopropyl'],['8815'],['bentavlcbiC3'],[53297381],['177406-68-7'],[53297381],[],"['benthiavalicarb,isopropyl']",[],[],,[],[],True,PubChemCompound,,['177406-68-7'],[],ChemischeStof,μg/L,PubChemCid 53297381
1,[],['sulfamethoxypyridazine'],[],['80-35-3'],['sulfamethoxypyridazine'],['6101'],[],[5330],['80-35-3'],[5330],[],[],[],[],µg/L,['80-35-3'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5330
2,['diclobutrazool'],['diclobutrazole'],[],['75736-33-3'],['diclobutrazol'],['8212'],['Dcbtzl'],[53309],['75736-33-3'],[53309],[],[],[],[],,[],[],True,PubChemCompound,,['75736-33-3'],[],ChemischeStof,μg/L,PubChemCid 53309
1,[],['sulfanilamide'],[],['63-74-1'],['sulfanilamide'],['6108'],[],[5333],['63-74-1'],[5333],[],[],[],[],µg/L,['63-74-1'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5333
1,[],['sulfafenazole'],[],['526-08-9'],['sulfafenazol'],['6098'],[],[5335],['526-08-9'],[5335],[],[],[],[],µg/L,['526-08-9'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5335
2,['sulfapyridine'],['sulfapyridine'],[],['144-83-2'],['sulfapyridine'],['6097'],['sulfprdne'],[5336],['144-83-2'],[5336],[],[],[],[],,[],[],True,PubChemCompound,,['144-83-2'],[],ChemischeStof,μg/L,PubChemCid 5336
1,['diethyldithiocarbamaat'],['diethyldithiocarbamate'],[],['148-18-5'],[],[],['DEDC'],[533728],['148-18-5'],[533728],[],[],[],['Alias and CAS both have CID but do not overlap'],,[],[],True,PubChemCompound,,['148-18-5'],[],ChemischeStof,μg/L,PubChemCid 533728
2,['sulfaquinoxaline'],['sulfaquinoxaline'],[],['59-40-5'],['sulfaquinoxaline'],['6091'],['sulfqoxlne'],[5338],['59-40-5'],[5338],[],[],[],[],,[],[],True,PubChemCompound,,['59-40-5'],[],ChemischeStof,μg/L,PubChemCid 5338
1,[],['sulfathiazole'],[],['72-14-0'],['sulfathiazole'],['6102'],[],[5340],['72-14-0'],[5340],[],[],[],[],µg/L,['72-14-0'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5340
1,[],['sulfisoxazole'],[],['127-69-5'],['sulfisoxazol'],['6104'],[],[5344],['127-69-5'],[5344],[],[],[],[],µg/L,['127-69-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5344
1,['benzovindiflupyr'],['benzovindiflupyr'],[],['1072957-71-1'],[],[],['benzvdfpr'],[53491464],['1072957-71-1'],[53491464],[],[],[],[],,[],[],True,PubChemCompound,,['1072957-71-1'],[],ChemischeStof,μg/L,PubChemCid 53491464
2,['quizalofop-ethyl'],['quizalofop-ethyl'],[],['76578-14-8'],['quizalofop-ethyl'],['8534'],['quizlfC2y'],[53518],['76578-14-8'],[53518],[],[],[],[],,[],[],True,PubChemCompound,,['76578-14-8'],[],ChemischeStof,μg/L,PubChemCid 53518
3,['lood'],"['Lead', 'lead', 'lead, after filtration to 0.45 µm']",[],['7439-92-1'],"['lood', 'lood, na filtratie over 0.45 æm']","['334', '335']",['Pb'],[5352425],['7439-92-1'],[5352425],[],['lood'],['Pb'],[],,[],[],True,PubChemCompound,atoms,['7439-92-1'],[],ChemischeStof,μg/L,PubChemCid 5352425
3,['tin'],"['Tin', 'tin', 'tin, after filtration at 0.45 µm']",[],['7440-31-5'],"['tin', 'tin, na filtratie over 0.45 æm']","['346', '347']",['Sn'],[5352426],['7440-31-5'],[5352426],[],['tin'],['Sn'],[],,[],[],True,PubChemCompound,atoms,['7440-31-5'],[],ChemischeStof,μg/L,PubChemCid 5352426
1,['1-fenyl-1-penteen-3-on'],['1-phenyl-1-penten-3-one'],[],['3152-68-9'],[],[],['1Fy1C5e3on'],[5354490],['3152-68-9'],[5354490],[],[],[],[],,[],[],True,PubChemCompound,,['3152-68-9'],[],ChemischeStof,μg/L,PubChemCid 5354490
3,['antimoon'],"['Antimony', 'antimony', 'antimony, after filtration at 0.45 µm']",[],['7440-36-0'],"['antimoon', 'antimoon, na filtratie over 0.45 æm']","['312', '313']",['Sb'],[5354495],['7440-36-0'],[5354495],[],['antimoon'],['Sb'],[],,[],[],True,PubChemCompound,atoms,['7440-36-0'],[],ChemischeStof,μg/L,PubChemCid 5354495
2,['cesium'],"['Caesium', 'Cesium']",[],['7440-46-2'],['Cesium'],['367'],['Cs'],[5354618],['7440-46-2'],[5354618],[],['cesium'],['Cs'],[],,[],[],True,PubChemCompound,atoms,['7440-46-2'],[],ChemischeStof,μg/L,PubChemCid 5354618
1,['2-ethylhexyl-4-methoxycinnamaat'],['2-ethylhexyl-4-methoxycinnamate'],[],['5466-77-3'],[],[],['2C2yC6y4C1ox'],[5355130],['5466-77-3'],[5355130],[],[],[],[],,[],[],True,PubChemCompound,,['5466-77-3'],[],ChemischeStof,μg/L,PubChemCid 5355130
3,['barium'],"['Barium', 'barium', 'barium, after filtration at 0.45 µm']",[],['7440-39-3'],"['barium', 'barium, na filtratie over 0.45 æm']","['316', '317']",['Ba'],[5355457],['7440-39-3'],[5355457],[],['barium'],['Ba'],[],,[],[],True,PubChemCompound,atoms,['7440-39-3'],[],ChemischeStof,μg/L,PubChemCid 5355457
2,['mevinfos'],['mevinfos'],['MEVINFOS'],"['26718-65-0', '298-01-1', '7786-34-7']",[],[],['mevfs'],[5355863],"['26718-65-0', '7786-34-7']",[5355863],[],['mevinfos'],[],[],,[],[],True,PubChemCompound,,['7786-34-7'],[],ChemischeStof,μg/L,PubChemCid 5355863
1,[],['Amisulpride'],[],['53583-79-2'],['Amisulpride'],['6707'],[],[5357],['53583-79-2'],[5357],[],[],[],['Alias and CAS both have CID but do not overlap'],µg/L,['53583-79-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5357
3,['rubidium'],"['Rubidium', 'rubidium', 'rubidium, after filtration at 0.45 µm']",[],['7440-17-7'],"['rubidium', 'rubidium, na filtratie over 0.45 æm']","['359', '373']",['Rb'],[5357696],['7440-17-7'],[5357696],[],['rubidium'],['Rb'],[],,[],[],True,PubChemCompound,atoms,['7440-17-7'],[],ChemischeStof,μg/L,PubChemCid 5357696
3,['aluminium'],"['Aluminium', 'aluminum', 'aluminum, after filtration at 0.45 µm']",[],['7429-90-5'],"['aluminium', 'aluminium, na filtratie over 0.45 æm']","['310', '311']",['Al'],[5359268],['7429-90-5'],[5359268],[],['aluminium'],['Al'],[],,[],[],True,PubChemCompound,atoms,['7429-90-5'],[],ChemischeStof,mg/L,PubChemCid 5359268
3,['strontium'],"['Strontium', 'strontium', 'strontium, after filtration at 0.45 µm']",[],['7440-24-6'],"['strontium', 'strontium, na filtratie over 0.45 æm']","['343', '363']",['Sr'],[5359327],['7440-24-6'],[5359327],[],['strontium'],['Sr'],[],,[],[],True,PubChemCompound,atoms,['7440-24-6'],[],ChemischeStof,μg/L,PubChemCid 5359327
3,['bismut'],"['Bismuth', 'bismuth', 'bismuth, after filtration on 0.45']",[],['7440-69-9'],"['bismuth', 'bismuth, na filtratie over 0.45']","['320', '321']",['Bi'],[5359367],['7440-69-9'],[5359367],[],['bismut'],['Bi'],[],,[],[],True,PubChemCompound,atoms,['7440-69-9'],[],ChemischeStof,μg/L,PubChemCid 5359367
3,['thallium'],"['Thallium', 'thallium', 'thallium, after filtration at 0.45 µm']",[],['7440-28-0'],"['thallium', 'thallium, na filtratie over 0.45 æm']","['344', '364']",['Tl'],[5359464],['7440-28-0'],[5359464],[],['thallium'],['Tl'],[],,[],[],True,PubChemCompound,atoms,['7440-28-0'],[],ChemischeStof,μg/L,PubChemCid 5359464
1,['arseen'],['Arsenic'],[],['7440-38-2'],[],[],['As'],[5359596],['7440-38-2'],[5359596],[],['arseen'],['As'],[],,[],[],True,PubChemCompound,atoms,['7440-38-2'],[],ChemischeStof,μg/L,PubChemCid 5359596
1,['indium'],['Indium'],[],['7440-74-6'],[],[],['In'],[5359967],['7440-74-6'],[5359967],[],['indium'],['In'],[],,[],[],True,PubChemCompound,atoms,['7440-74-6'],[],ChemischeStof,μg/L,PubChemCid 5359967
1,['magnesiumchloride'],['magnesium chloride'],[],['7786-30-3'],[],[],['MgCl2'],[5360315],['7786-30-3'],[5360315],[],[],[],[],,[],[],True,PubChemCompound,,['7786-30-3'],[],ChemischeStof,μg/L,PubChemCid 5360315
1,['trioctyltin (kation)'],['trioctyltin (cation)'],[],['869-59-0'],[],[],['TC8ySn'],[5360423],['869-59-0'],[5360423],[],[],[],[],,[],[],True,PubChemCompound,,['869-59-0'],[],ChemischeStof,μg/L,PubChemCid 5360423
1,['natrium'],['Sodium'],[],['7440-23-5'],[],[],['Na'],[5360545],['7440-23-5'],[5360545],[],['natrium'],['Na'],[],,[],[],True,PubChemCompound,atoms,['7440-23-5'],[],ChemischeStof,mg/L,PubChemCid 5360545
1,['gallium'],['Gallium'],[],['7440-55-3'],[],[],['Ga'],[5360835],['7440-55-3'],[5360835],[],['gallium'],['Ga'],[],,[],[],True,PubChemCompound,atoms,['7440-55-3'],[],ChemischeStof,μg/L,PubChemCid 5360835
1,['cefixim'],['cefixime'],[],['79350-37-1'],[],[],['cefxm'],[5362065],['79350-37-1'],[5362065],[],[],[],[],,[],[],True,PubChemCompound,,['79350-37-1'],[],ChemischeStof,μg/L,PubChemCid 5362065
1,['lisinopril'],['lisinopril'],[],['83915-83-7'],[],[],['lisnpl'],[5362119],['83915-83-7'],[5362119],[],[],[],[],,[],[],True,PubChemCompound,,['83915-83-7'],[],ChemischeStof,μg/L,PubChemCid 5362119
1,['trans-pyrifenox'],['trans-pyrifenox'],[],['83227-22-9'],[],[],['tpyrfnx'],[5362131],['83227-22-9'],[5362131],[],[],[],[],,[],[],True,PubChemCompound,,['83227-22-9'],[],ChemischeStof,μg/L,PubChemCid 5362131
4,['octylzwavel'],"['Sulfur', 'octyl sulfur', 'sulfur']",['ZWAVEL'],"['7704-34-9', '9035-99-8']",['zwavel'],['8624'],['S8'],[5362487],['7704-34-9'],[5362487],[],['zwavel'],['S'],[],,[],['7704-34-9'],True,PubChemCompound,atoms,[],[],,mg/L,PubChemCid 5362487
3,['cymoxanil'],['cymoxanil'],['CYMOXANIL'],['57966-95-7'],['cymoxanil'],['8145'],['cymOanl'],[5364079],['57966-95-7'],[5364079],[],['cymoxanil'],[],[],,[],[],True,PubChemCompound,,['57966-95-7'],[],ChemischeStof,μg/L,PubChemCid 5364079
1,[],['tridecene'],[],['25377-82-6'],['trideceen'],['1022'],[],[5364435],['25377-82-6'],[5364435],[],[],[],[],µg/L,['25377-82-6'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5364435
1,[],['tricyclohexyl tin'],[],['6056-50-4'],['tricyclohexyltin'],['2198'],[],[5364545],['6056-50-4'],[5364545],[],[],[],[],µg/L,['6056-50-4'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5364545
1,[],['(Z) -Tradec-9enyl acetate'],['(Z)_TETRADEC_9ENYLACETAAT'],['16725-53-4'],[],[],[],[5364714],['16725-53-4'],[5364714],[],['(z)-tetradec-9enylacetaat'],[],[],,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5364714
3,['thiofanox'],['thiophanox'],['THIOFANOX'],"['39196-18-4', '75013-98-8']",['thiofanox'],['8585'],['tofnx'],[5364932],['39196-18-4'],[5364932],[],['thiofanox'],[],[],,[],[],True,PubChemCompound,,['39196-18-4'],[],ChemischeStof,μg/L,PubChemCid 5364932
3,['metham-natrium'],"['metam sodium', 'metham sodium']",['METAM_NATRIUM'],['137-42-8'],['metam-natrium'],['8416'],['metNa'],[5366415],['137-42-8'],[5366415],[],['metam-natrium'],[],[],,[],[],True,PubChemCompound,,['137-42-8'],[],ChemischeStof,μg/L,PubChemCid 5366415
1,[],['3-chloro-4- (dichloromethyl) -5-hydroxy-2 (5H) -furanone'],[],['77439-76-0'],['3-chloor-4-(dichloormethyl)-5-hydroxy-2(5H)-furanon'],['1914'],[],[53665],['77439-76-0'],[53665],[],[],[],[],µg/L,['77439-76-0'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 53665
3,['methopreen'],"['S-Methopren', 'methoprene']",['S_METHOPREN'],['40596-69-8'],['methoprene'],['8426'],['metpn'],[5366546],['40596-69-8'],[5366546],[],['s-methopren'],[],[],,[],[],True,PubChemCompound,,['40596-69-8'],[],ChemischeStof,μg/L,PubChemCid 5366546
1,"['trans-1,2-dichloorpropeen']","['trans-1,2-dichloropropene']",[],['7069-38-7'],[],[],['t12DClC3e'],[5366870],['7069-38-7'],[5366870],[],[],[],[],,[],[],True,PubChemCompound,,['7069-38-7'],[],ChemischeStof,μg/L,PubChemCid 5366870
1,['fluorglycofen-ethyl'],['fluoroglycofen-ethyl'],[],['77501-90-7'],[],[],['fluogcfnC2y'],[53672],['77501-90-7'],[53672],[],[],[],[],,[],[],True,PubChemCompound,,['77501-90-7'],[],ChemischeStof,μg/L,PubChemCid 53672
1,[],['propenyldioxolane'],[],['4528-26-1'],['propenyldioxolaan'],['1561'],[],[5369176],['4528-26-1'],[5369176],[],[],[],[],µg/L,['4528-26-1'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 5369176
1,"['1,2,3-trichloorpropeen']","['1,2,3-trichloropropene']",[],['96-19-5'],[],[],['123TClC3e'],[5370144],['96-19-5'],[5370144],[],[],[],[],,[],[],True,PubChemCompound,,['96-19-5'],[],ChemischeStof,μg/L,PubChemCid 5370144
2,['dicrotofos'],['dicrotophos'],[],['141-66-2'],['dicrotofos'],['8216'],['Dctfs'],[5371560],['141-66-2'],[5371560],[],[],[],[],,[],[],True,PubChemCompound,,['141-66-2'],[],ChemischeStof,μg/L,PubChemCid 5371560
3,"['azodrin', 'monocrotofos']","['azodrin', 'monocrotophos']",[],"['6923-22-4', '83857-41-4']",['monocrotofos'],['8445'],"['Mctfs', 'azdn']",[5371562],"['6923-22-4', '83857-41-4']",[5371562],[],[],[],"['CID found for Alias but not for CAS', 'row merged only based on Alias2Cid because Cas2Cid was not found on all rows']",,[],[],True,PubChemCompound,,['6923-22-4'],[],ChemischeStof,μg/L,PubChemCid 5371562
1,['alfa-isomethylionon'],['alpha-isomethylionone'],[],['127-51-5'],[],[],['aiC1yionn'],[5372174],['127-51-5'],[5372174],[],[],[],[],,[],[],True,PubChemCompound,,['127-51-5'],[],ChemischeStof,μg/L,PubChemCid 5372174
3,['propetamfos'],['propetamphos'],['PROPETAMFOS'],"['31218-83-4', '58995-37-2']",['propetamfos'],['8518'],['proptfs'],[5372405],['31218-83-4'],[5372405],[],['propetamfos'],[],[],,[],[],True,PubChemCompound,,['31218-83-4'],[],ChemischeStof,μg/L,PubChemCid 5372405
3,['oxadixyl'],['oxadixyl'],['OXADIXYL'],['77732-09-3'],['oxadixyl'],['8472'],['OaDxl'],[53735],['77732-09-3'],[53735],[],['oxadixyl'],[],[],,[],[],True,PubChemCompound,,['77732-09-3'],[],ChemischeStof,μg/L,PubChemCid 53735
1,[],['dichloronitroaniline'],[],[],['dichloornitro-aniline'],['1710'],[],[53750670],[],[53750670],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 53750670
1,['alfa-chloorfenvinfos'],['alpha-chlorphenvinphos'],[],['18708-87-7'],[],[],['aClfvfs'],[5377784],['18708-87-7'],[5377784],[],[],[],[],,[],[],True,PubChemCompound,,['18708-87-7'],[],ChemischeStof,μg/L,PubChemCid 5377784
1,['beta-chloorfenvinfos'],['beta-chlorphenvinphos'],[],['18708-86-6'],[],[],['bClfvfs'],[5377791],['18708-86-6'],[5377791],[],[],[],[],,[],[],True,PubChemCompound,,['18708-86-6'],[],ChemischeStof,μg/L,PubChemCid 5377791
2,['tebuthiuron'],['tebuthiuron'],[],['34014-18-1'],['tebuthiuron'],['8555'],['tebturn'],[5383],['34014-18-1'],[5383],[],[],[],[],,[],[],True,PubChemCompound,,['34014-18-1'],[],ChemischeStof,μg/L,PubChemCid 5383
1,['strontium 89'],['strontium 89'],[],['14158-27-1'],[],[],['Sr89'],[5388880],['14158-27-1'],[5388880],[],[],[],[],,[],[],True,PubChemCompound,,['14158-27-1'],[],ChemischeStof,μg/L,PubChemCid 5388880
2,['enalapril'],['enalapril'],[],['75847-73-3'],['enalapril'],['6112'],['enlpl'],[5388962],['75847-73-3'],[5388962],[],[],[],[],,[],[],True,PubChemCompound,,['75847-73-3'],[],ChemischeStof,μg/L,PubChemCid 5388962
2,['temazepam'],['temazepam'],[],['846-50-4'],['temazepam'],['6116'],['temzpm'],[5391],['846-50-4'],[5391],[],[],[],[],,[],[],True,PubChemCompound,,['846-50-4'],[],ChemischeStof,μg/L,PubChemCid 5391
3,['temefos'],['temefos'],['TEMEFOS'],['3383-96-8'],['temefos'],['8561'],['temfs'],[5392],['3383-96-8'],[5392],[],['temefos'],[],[],,[],[],True,PubChemCompound,,['3383-96-8'],[],ChemischeStof,μg/L,PubChemCid 5392
1,['cyaanzuur'],['cyanic acid'],[],['420-05-3'],[],[],['Czr'],[540],['420-05-3'],[540],[],[],[],[],,[],[],True,PubChemCompound,,['420-05-3'],[],ChemischeStof,μg/L,PubChemCid 540
2,['terbutaline'],['terbutaline'],[],['23031-25-6'],['terbutaline'],['6041'],['terbtlne'],[5403],['23031-25-6'],[5403],[],[],[],[],,[],[],True,PubChemCompound,,['23031-25-6'],[],ChemischeStof,μg/L,PubChemCid 5403
1,['krypton'],['Krypton'],[],['7439-90-9'],[],[],['Kr'],[5416],['7439-90-9'],[5416],[],['krypton'],['Kr'],[],,[],[],True,PubChemCompound,atoms,['7439-90-9'],[],ChemischeStof,μg/L,PubChemCid 5416
1,['monobutyltin (kation)'],['monobutyl tin (cation)'],[],[],[],[],['MC4ySn'],[54267],[],[54267],[],[],[],[],,[],[],True,PubChemCompound,,[],[],ChemischeStof,μg/L,PubChemCid 54267
2,['broomchloorazijnzuur'],['bromochloroacetic acid'],[],['5589-96-8'],['broomchloorazijnzuur'],['1975'],['BrClHAc'],[542762],['5589-96-8'],[542762],[],[],[],[],,[],[],True,PubChemCompound,,['5589-96-8'],[],ChemischeStof,μg/L,PubChemCid 542762
3,['thiabendazol'],"['Thiabendazole', 'thiabendazole']",['THIABENDAZOOL'],['148-79-8'],['thiabendazol'],['8576'],['tabdzl'],[5430],['148-79-8'],[5430],[],['thiabendazool'],[],[],,[],[],True,PubChemCompound,,['148-79-8'],[],ChemischeStof,μg/L,PubChemCid 5430
1,"['4-ethyl-3,5-dimethylfenol']","['4-ethyl-3,5-dimethylphenol']",[],['62126-77-6'],[],[],['4C2y35DC1yFo'],[54361374],['62126-77-6'],[54361374],[],[],[],[],,[],[],True,PubChemCompound,,['62126-77-6'],[],ChemischeStof,μg/L,PubChemCid 54361374
2,['tefluthrin'],['tefluthrin'],['TEFLUTHRIN'],['79538-32-2'],[],[],['teftn'],[54382],['79538-32-2'],"[54382, 5281874, 11350631, 11534837, 54544033]",[],['tefluthrin'],[],[],,[],[],True,PubChemCompound,,['79538-32-2'],[],ChemischeStof,μg/L,"PubChemCid 54382, PubChemCid 5281874, PubChemCid 11350631, PubChemCid 11534837, PubChemCid 54544033"
1,['arseniet'],['arsenite'],[],['15502-74-6'],[],[],['AsO2'],[544],['15502-74-6'],[544],[],[],[],[],,[],[],True,PubChemCompound,,['15502-74-6'],[],ChemischeStof,μg/L,PubChemCid 544
2,['simvastatine'],['simvastatin'],[],['79902-63-9'],['simvastatine'],['6067'],['simvstne'],[54454],['79902-63-9'],[54454],[],[],[],[],,[],[],True,PubChemCompound,,['79902-63-9'],[],ChemischeStof,μg/L,PubChemCid 54454
1,[],['dimethylnitropentane'],[],['597-45-5'],['dimethylnitropentaan'],['1071'],[],[544576],['597-45-5'],[544576],[],[],[],[],µg/L,['597-45-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 544576
1,['1-heptyl-2-methyl-cyclopropaan'],['1-heptyl-2-methyl-cyclopropane'],[],['74663-91-5'],[],[],['1C7y2C1yccC3'],[544716],['74663-91-5'],[544716],[],[],[],[],,[],[],True,PubChemCompound,,['74663-91-5'],[],ChemischeStof,μg/L,PubChemCid 544716
3,['thiram'],['thiram'],['THIRAM'],['137-26-8'],['thiram'],['8588'],['thirm'],[5455],['137-26-8'],[5455],[],['thiram'],[],[],,[],[],True,PubChemCompound,,['137-26-8'],[],ChemischeStof,μg/L,PubChemCid 5455
1,['1-heneicosylformaat'],['1-heneicosyl format'],[],['77899-03-7'],[],[],['1heneicsfmt'],[545651],['77899-03-7'],[545651],[],[],[],[],,[],[],True,PubChemCompound,,['77899-03-7'],[],ChemischeStof,μg/L,PubChemCid 545651
3,['calcium'],"['Calcium', 'calcium', 'calcium, after filtration']",[],['7440-70-2'],"['calcium', 'calcium, na filtratie']","['244', '245']",['Ca'],[5460341],['7440-70-2'],[5460341],[],['calcium'],['Ca'],[],,[],[],True,PubChemCompound,atoms,['7440-70-2'],[],ChemischeStof,mg/L,PubChemCid 5460341
3,['beryllium'],"['Beryllium', 'beryllium', 'beryllium, after filtration at 0.45 µm']",[],['7440-41-7'],"['beryllium', 'beryllium, na filtratie over 0.45 æm']","['318', '319']",['Be'],[5460467],['7440-41-7'],[5460467],[],['beryllium'],['Be'],[],,[],[],True,PubChemCompound,atoms,['7440-41-7'],[],ChemischeStof,μg/L,PubChemCid 5460467
1,['astatium'],['Astatine'],[],['7440-68-8'],[],[],['At'],[5460480],['7440-68-8'],[5460480],[],['astatium'],['At'],[],,[],[],True,PubChemCompound,atoms,['7440-68-8'],[],ChemischeStof,μg/L,PubChemCid 5460480
